	origin	Formula	Neutral_mass	mz	md	inclusion
HMDB53672	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB54651	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB49050	LIPID	C59H102O5	890.7727264	889.7654498	0.7654498	n
HMDB49071	LIPID	C59H102O5	890.7727264	889.7654498	0.7654498	n
HMDB51318	LIPID	C59H102O5	890.7727264	889.7654498	0.7654498	n
HMDB51403	LIPID	C59H102O5	890.7727264	889.7654498	0.7654498	n
HMDB53124	LIPID	C59H102O5	890.7727264	889.7654498	0.7654498	n
HMDB53208	LIPID	C59H102O5	890.7727264	889.7654498	0.7654498	n
HMDB53254	LIPID	C59H102O5	890.7727264	889.7654498	0.7654498	n
HMDB53260	LIPID	C59H102O5	890.7727264	889.7654498	0.7654498	n
HMDB53952	LIPID	C59H102O5	890.7727264	889.7654498	0.7654498	n
HMDB54007	LIPID	C59H102O5	890.7727264	889.7654498	0.7654498	n
HMDB54198	LIPID	C59H102O5	890.7727264	889.7654498	0.7654498	n
HMDB54275	LIPID	C59H102O5	890.7727264	889.7654498	0.7654498	n
HMDB54335	LIPID	C59H102O5	890.7727264	889.7654498	0.7654498	n
HMDB55287	LIPID	C59H102O5	890.7727264	889.7654498	0.7654498	n
HMDB55329	LIPID	C59H102O5	890.7727264	889.7654498	0.7654498	n
HMDB55353	LIPID	C59H102O5	890.7727264	889.7654498	0.7654498	n
HMDB55434	LIPID	C59H102O5	890.7727264	889.7654498	0.7654498	n
HMDB55470	LIPID	C59H102O5	890.7727264	889.7654498	0.7654498	n
HMDB55620	LIPID	C59H102O5	890.7727264	889.7654498	0.7654498	n
HMDB55655	LIPID	C59H102O5	890.7727264	889.7654498	0.7654498	n
HMDB55910	LIPID	C59H102O5	890.7727264	889.7654498	0.7654498	n
HMDB05366	LIPID	C57H110O6	890.8302413	889.8229647	0.8229647	n
HMDB05393	LIPID	C57H110O6	890.8302413	889.8229647	0.8229647	n
HMDB42127	LIPID	C57H110O6	890.8302413	889.8229647	0.8229647	n
HMDB42156	LIPID	C57H110O6	890.8302413	889.8229647	0.8229647	n
HMDB42185	LIPID	C57H110O6	890.8302413	889.8229647	0.8229647	n
HMDB42214	LIPID	C57H110O6	890.8302413	889.8229647	0.8229647	n
HMDB42243	LIPID	C57H110O6	890.8302413	889.8229647	0.8229647	n
HMDB42994	LIPID	C57H110O6	890.8302413	889.8229647	0.8229647	n
HMDB43134	LIPID	C57H110O6	890.8302413	889.8229647	0.8229647	n
HMDB43833	LIPID	C57H110O6	890.8302413	889.8229647	0.8229647	n
HMDB43888	LIPID	C57H110O6	890.8302413	889.8229647	0.8229647	n
HMDB43942	LIPID	C57H110O6	890.8302413	889.8229647	0.8229647	n
HMDB43969	LIPID	C57H110O6	890.8302413	889.8229647	0.8229647	n
HMDB44670	LIPID	C57H110O6	890.8302413	889.8229647	0.8229647	n
HMDB44723	LIPID	C57H110O6	890.8302413	889.8229647	0.8229647	n
HMDB45477	LIPID	C57H110O6	890.8302413	889.8229647	0.8229647	n
HMDB43133	LIPID	C58H114O5	890.8666268	889.8593502	0.8593502	n
HMDB43805	LIPID	C58H114O5	890.8666268	889.8593502	0.8593502	n
HMDB46305	LIPID	C58H114O5	890.8666268	889.8593502	0.8593502	n
HMDB08454	LIPID	C52H94NO8P	891.6717055	890.6644289	0.6644289	n
HMDB08487	LIPID	C52H94NO8P	891.6717055	890.6644289	0.6644289	n
HMDB08519	LIPID	C52H94NO8P	891.6717055	890.6644289	0.6644289	n
HMDB08549	LIPID	C52H94NO8P	891.6717055	890.6644289	0.6644289	n
HMDB08550	LIPID	C52H94NO8P	891.6717055	890.6644289	0.6644289	n
HMDB08580	LIPID	C52H94NO8P	891.6717055	890.6644289	0.6644289	n
HMDB08644	LIPID	C52H94NO8P	891.6717055	890.6644289	0.6644289	n
HMDB08676	LIPID	C52H94NO8P	891.6717055	890.6644289	0.6644289	n
HMDB08709	LIPID	C52H94NO8P	891.6717055	890.6644289	0.6644289	n
HMDB08774	LIPID	C52H94NO8P	891.6717055	890.6644289	0.6644289	n
HMDB08805	LIPID	C52H94NO8P	891.6717055	890.6644289	0.6644289	n
HMDB08806	LIPID	C52H94NO8P	891.6717055	890.6644289	0.6644289	n
HMDB55503	LIPID	C59H88O6	892.6580905	891.6508139	0.6508139	n
HMDB55513	LIPID	C59H88O6	892.6580905	891.6508139	0.6508139	n
HMDB42532	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB42592	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB42706	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB42708	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB43074	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB43242	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB43247	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB43271	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB43276	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB43304	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB43319	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB43325	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB43493	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB43499	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB43563	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB43606	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB43607	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB43675	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB43724	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB43751	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB43752	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB43774	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB44272	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB44322	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB44328	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB44374	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB44376	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB44542	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB44544	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB44720	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB45094	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB45148	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB45328	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB45330	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB48684	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB48686	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB48747	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB48753	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB48791	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB48797	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB48816	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB48818	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB49106	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB49111	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB49394	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB49401	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB49414	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB49416	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB49436	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB49443	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB49561	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB49563	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB49733	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB49738	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB50007	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB50014	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB50026	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB50028	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB50047	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB50054	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB50166	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB50168	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB50334	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB50887	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB50893	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB51016	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB51018	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB52402	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB52430	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB52436	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB52450	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB52519	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB52532	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB52539	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB52972	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB52986	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB53268	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB53292	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB53298	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB53310	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB53369	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB53387	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB53400	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB53665	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB54355	LIPID	C58H100O6	892.7519909	891.7447143	0.7447143	n
HMDB44640	LIPID	C59H104O5	892.7883764	891.7810998	0.7810998	n
HMDB44667	LIPID	C59H104O5	892.7883764	891.7810998	0.7810998	n
HMDB48918	LIPID	C59H104O5	892.7883764	891.7810998	0.7810998	n
HMDB49028	LIPID	C59H104O5	892.7883764	891.7810998	0.7810998	n
HMDB49065	LIPID	C59H104O5	892.7883764	891.7810998	0.7810998	n
HMDB49070	LIPID	C59H104O5	892.7883764	891.7810998	0.7810998	n
HMDB49638	LIPID	C59H104O5	892.7883764	891.7810998	0.7810998	n
HMDB49698	LIPID	C59H104O5	892.7883764	891.7810998	0.7810998	n
HMDB50240	LIPID	C59H104O5	892.7883764	891.7810998	0.7810998	n
HMDB50297	LIPID	C59H104O5	892.7883764	891.7810998	0.7810998	n
HMDB51174	LIPID	C59H104O5	892.7883764	891.7810998	0.7810998	n
HMDB51300	LIPID	C59H104O5	892.7883764	891.7810998	0.7810998	n
HMDB51395	LIPID	C59H104O5	892.7883764	891.7810998	0.7810998	n
HMDB51402	LIPID	C59H104O5	892.7883764	891.7810998	0.7810998	n
HMDB53026	LIPID	C59H104O5	892.7883764	891.7810998	0.7810998	n
HMDB53110	LIPID	C59H104O5	892.7883764	891.7810998	0.7810998	n
HMDB53253	LIPID	C59H104O5	892.7883764	891.7810998	0.7810998	n
HMDB53856	LIPID	C59H104O5	892.7883764	891.7810998	0.7810998	n
HMDB53940	LIPID	C59H104O5	892.7883764	891.7810998	0.7810998	n
HMDB54006	LIPID	C59H104O5	892.7883764	891.7810998	0.7810998	n
HMDB54980	LIPID	C59H104O5	892.7883764	891.7810998	0.7810998	n
HMDB55238	LIPID	C59H104O5	892.7883764	891.7810998	0.7810998	n
HMDB55280	LIPID	C59H104O5	892.7883764	891.7810998	0.7810998	n
HMDB55724	LIPID	C59H104O5	892.7883764	891.7810998	0.7810998	n
HMDB55728	LIPID	C59H104O5	892.7883764	891.7810998	0.7810998	n
HMDB55830	LIPID	C59H104O5	892.7883764	891.7810998	0.7810998	n
HMDB55898	LIPID	C59H104O5	892.7883764	891.7810998	0.7810998	n
HMDB08389	LIPID	C52H96NO8P	893.6873556	892.680079	0.680079	n
HMDB08421	LIPID	C52H96NO8P	893.6873556	892.680079	0.680079	n
HMDB08453	LIPID	C52H96NO8P	893.6873556	892.680079	0.680079	n
HMDB08486	LIPID	C52H96NO8P	893.6873556	892.680079	0.680079	n
HMDB08548	LIPID	C52H96NO8P	893.6873556	892.680079	0.680079	n
HMDB08612	LIPID	C52H96NO8P	893.6873556	892.680079	0.680079	n
HMDB08643	LIPID	C52H96NO8P	893.6873556	892.680079	0.680079	n
HMDB08772	LIPID	C52H96NO8P	893.6873556	892.680079	0.680079	n
HMDB08773	LIPID	C52H96NO8P	893.6873556	892.680079	0.680079	n
HMDB08803	LIPID	C52H96NO8P	893.6873556	892.680079	0.680079	n
HMDB08804	LIPID	C52H96NO8P	893.6873556	892.680079	0.680079	n
HMDB48343	LIPID	C59H90O6	894.6737406	893.666464	0.666464	n
HMDB48387	LIPID	C59H90O6	894.6737406	893.666464	0.666464	n
HMDB53191	LIPID	C59H90O6	894.6737406	893.666464	0.666464	n
HMDB53217	LIPID	C59H90O6	894.6737406	893.666464	0.666464	n
HMDB54281	LIPID	C59H90O6	894.6737406	893.666464	0.666464	n
HMDB55319	LIPID	C59H90O6	894.6737406	893.666464	0.666464	n
HMDB55331	LIPID	C59H90O6	894.6737406	893.666464	0.666464	n
HMDB55455	LIPID	C59H90O6	894.6737406	893.666464	0.666464	n
HMDB55471	LIPID	C59H90O6	894.6737406	893.666464	0.666464	n
HMDB55497	LIPID	C59H90O6	894.6737406	893.666464	0.666464	n
HMDB55502	LIPID	C59H90O6	894.6737406	893.666464	0.666464	n
HMDB55507	LIPID	C59H90O6	894.6737406	893.666464	0.666464	n
HMDB55715	LIPID	C59H90O6	894.6737406	893.666464	0.666464	n
HMDB43068	LIPID	C58H102O6	894.767641	893.7603644	0.7603644	n
HMDB43073	LIPID	C58H102O6	894.767641	893.7603644	0.7603644	n
HMDB43101	LIPID	C58H102O6	894.767641	893.7603644	0.7603644	n
HMDB43241	LIPID	C58H102O6	894.767641	893.7603644	0.7603644	n
HMDB43270	LIPID	C58H102O6	894.767641	893.7603644	0.7603644	n
HMDB43297	LIPID	C58H102O6	894.767641	893.7603644	0.7603644	n
HMDB43303	LIPID	C58H102O6	894.767641	893.7603644	0.7603644	n
HMDB43360	LIPID	C58H102O6	894.767641	893.7603644	0.7603644	n
HMDB43443	LIPID	C58H102O6	894.767641	893.7603644	0.7603644	n
HMDB43521	LIPID	C58H102O6	894.767641	893.7603644	0.7603644	n
HMDB43555	LIPID	C58H102O6	894.767641	893.7603644	0.7603644	n
HMDB43562	LIPID	C58H102O6	894.767641	893.7603644	0.7603644	n
HMDB43577	LIPID	C58H102O6	894.767641	893.7603644	0.7603644	n
HMDB43578	LIPID	C58H102O6	894.767641	893.7603644	0.7603644	n
HMDB43600	LIPID	C58H102O6	894.767641	893.7603644	0.7603644	n
HMDB43646	LIPID	C58H102O6	894.767641	893.7603644	0.7603644	n
HMDB43668	LIPID	C58H102O6	894.767641	893.7603644	0.7603644	n
HMDB43695	LIPID	C58H102O6	894.767641	893.7603644	0.7603644	n
HMDB43717	LIPID	C58H102O6	894.767641	893.7603644	0.7603644	n
HMDB43745	LIPID	C58H102O6	894.767641	893.7603644	0.7603644	n
HMDB44178	LIPID	C58H102O6	894.767641	893.7603644	0.7603644	n
HMDB44180	LIPID	C58H102O6	894.767641	893.7603644	0.7603644	n
HMDB44259	LIPID	C58H102O6	894.767641	893.7603644	0.7603644	n
HMDB44265	LIPID	C58H102O6	894.767641	893.7603644	0.7603644	n
HMDB44315	LIPID	C58H102O6	894.767641	893.7603644	0.7603644	n
HMDB44321	LIPID	C58H102O6	894.767641	893.7603644	0.7603644	n
HMDB44346	LIPID	C58H102O6	894.767641	893.7603644	0.7603644	n
HMDB44348	LIPID	C58H102O6	894.767641	893.7603644	0.7603644	n
HMDB44714	LIPID	C58H102O6	894.767641	893.7603644	0.7603644	n
HMDB44719	LIPID	C58H102O6	894.767641	893.7603644	0.7603644	n
HMDB45086	LIPID	C58H102O6	894.767641	893.7603644	0.7603644	n
HMDB45093	LIPID	C58H102O6	894.767641	893.7603644	0.7603644	n
HMDB45112	LIPID	C58H102O6	894.767641	893.7603644	0.7603644	n
HMDB45114	LIPID	C58H102O6	894.767641	893.7603644	0.7603644	n
HMDB45140	LIPID	C58H102O6	894.767641	893.7603644	0.7603644	n
HMDB45147	LIPID	C58H102O6	894.767641	893.7603644	0.7603644	n
HMDB45301	LIPID	C58H102O6	894.767641	893.7603644	0.7603644	n
HMDB45303	LIPID	C58H102O6	894.767641	893.7603644	0.7603644	n
HMDB45525	LIPID	C58H102O6	894.767641	893.7603644	0.7603644	n
HMDB48082	LIPID	C58H102O6	894.767641	893.7603644	0.7603644	n
HMDB48128	LIPID	C58H102O6	894.767641	893.7603644	0.7603644	n
HMDB48192	LIPID	C58H102O6	894.767641	893.7603644	0.7603644	n
HMDB48194	LIPID	C58H102O6	894.767641	893.7603644	0.7603644	n
HMDB49105	LIPID	C58H102O6	894.767641	893.7603644	0.7603644	n
HMDB49732	LIPID	C58H102O6	894.767641	893.7603644	0.7603644	n
HMDB50327	LIPID	C58H102O6	894.767641	893.7603644	0.7603644	n
HMDB50333	LIPID	C58H102O6	894.767641	893.7603644	0.7603644	n
HMDB50908	LIPID	C58H102O6	894.767641	893.7603644	0.7603644	n
HMDB50910	LIPID	C58H102O6	894.767641	893.7603644	0.7603644	n
HMDB51436	LIPID	C58H102O6	894.767641	893.7603644	0.7603644	n
HMDB52429	LIPID	C58H102O6	894.767641	893.7603644	0.7603644	n
HMDB52442	LIPID	C58H102O6	894.767641	893.7603644	0.7603644	n
HMDB52506	LIPID	C58H102O6	894.767641	893.7603644	0.7603644	n
HMDB52863	LIPID	C58H102O6	894.767641	893.7603644	0.7603644	n
HMDB52888	LIPID	C58H102O6	894.767641	893.7603644	0.7603644	n
HMDB53291	LIPID	C58H102O6	894.767641	893.7603644	0.7603644	n
HMDB53309	LIPID	C58H102O6	894.767641	893.7603644	0.7603644	n
HMDB53358	LIPID	C58H102O6	894.767641	893.7603644	0.7603644	n
HMDB54354	LIPID	C58H102O6	894.767641	893.7603644	0.7603644	n
HMDB44472	LIPID	C59H106O5	894.8040265	893.7967499	0.7967499	n
HMDB44612	LIPID	C59H106O5	894.8040265	893.7967499	0.7967499	n
HMDB44661	LIPID	C59H106O5	894.8040265	893.7967499	0.7967499	n
HMDB44666	LIPID	C59H106O5	894.8040265	893.7967499	0.7967499	n
HMDB45396	LIPID	C59H106O5	894.8040265	893.7967499	0.7967499	n
HMDB45474	LIPID	C59H106O5	894.8040265	893.7967499	0.7967499	n
HMDB48896	LIPID	C59H106O5	894.8040265	893.7967499	0.7967499	n
HMDB49064	LIPID	C59H106O5	894.8040265	893.7967499	0.7967499	n
HMDB49491	LIPID	C59H106O5	894.8040265	893.7967499	0.7967499	n
HMDB49617	LIPID	C59H106O5	894.8040265	893.7967499	0.7967499	n
HMDB49691	LIPID	C59H106O5	894.8040265	893.7967499	0.7967499	n
HMDB49697	LIPID	C59H106O5	894.8040265	893.7967499	0.7967499	n
HMDB50100	LIPID	C59H106O5	894.8040265	893.7967499	0.7967499	n
HMDB50220	LIPID	C59H106O5	894.8040265	893.7967499	0.7967499	n
HMDB50290	LIPID	C59H106O5	894.8040265	893.7967499	0.7967499	n
HMDB50296	LIPID	C59H106O5	894.8040265	893.7967499	0.7967499	n
HMDB50774	LIPID	C59H106O5	894.8040265	893.7967499	0.7967499	n
HMDB50864	LIPID	C59H106O5	894.8040265	893.7967499	0.7967499	n
HMDB54121	LIPID	C59H106O5	894.8040265	893.7967499	0.7967499	n
HMDB54132	LIPID	C59H106O5	894.8040265	893.7967499	0.7967499	n
HMDB54720	LIPID	C59H106O5	894.8040265	893.7967499	0.7967499	n
HMDB54932	LIPID	C59H106O5	894.8040265	893.7967499	0.7967499	n
HMDB55428	LIPID	C59H106O5	894.8040265	893.7967499	0.7967499	n
HMDB55585	LIPID	C59H106O5	894.8040265	893.7967499	0.7967499	n
HMDB55590	LIPID	C59H106O5	894.8040265	893.7967499	0.7967499	n
HMDB55700	LIPID	C59H106O5	894.8040265	893.7967499	0.7967499	n
HMDB55812	LIPID	C59H106O5	894.8040265	893.7967499	0.7967499	n
HMDB08356	LIPID	C52H98NO8P	895.7030056	894.695729	0.695729	n
HMDB08388	LIPID	C52H98NO8P	895.7030056	894.695729	0.695729	n
HMDB08420	LIPID	C52H98NO8P	895.7030056	894.695729	0.695729	n
HMDB08579	LIPID	C52H98NO8P	895.7030056	894.695729	0.695729	n
HMDB08611	LIPID	C52H98NO8P	895.7030056	894.695729	0.695729	n
HMDB08770	LIPID	C52H98NO8P	895.7030056	894.695729	0.695729	n
HMDB08771	LIPID	C52H98NO8P	895.7030056	894.695729	0.695729	n
HMDB08802	LIPID	C52H98NO8P	895.7030056	894.695729	0.695729	n
HMDB42869	LIPID	C59H92O6	896.6893907	895.6821141	0.6821141	n
HMDB42927	LIPID	C59H92O6	896.6893907	895.6821141	0.6821141	n
HMDB48182	LIPID	C59H92O6	896.6893907	895.6821141	0.6821141	n
HMDB48249	LIPID	C59H92O6	896.6893907	895.6821141	0.6821141	n
HMDB48320	LIPID	C59H92O6	896.6893907	895.6821141	0.6821141	n
HMDB48337	LIPID	C59H92O6	896.6893907	895.6821141	0.6821141	n
HMDB48342	LIPID	C59H92O6	896.6893907	895.6821141	0.6821141	n
HMDB48364	LIPID	C59H92O6	896.6893907	895.6821141	0.6821141	n
HMDB48380	LIPID	C59H92O6	896.6893907	895.6821141	0.6821141	n
HMDB48386	LIPID	C59H92O6	896.6893907	895.6821141	0.6821141	n
HMDB48961	LIPID	C59H92O6	896.6893907	895.6821141	0.6821141	n
HMDB49003	LIPID	C59H92O6	896.6893907	895.6821141	0.6821141	n
HMDB49045	LIPID	C59H92O6	896.6893907	895.6821141	0.6821141	n
HMDB51313	LIPID	C59H92O6	896.6893907	895.6821141	0.6821141	n
HMDB53079	LIPID	C59H92O6	896.6893907	895.6821141	0.6821141	n
HMDB53119	LIPID	C59H92O6	896.6893907	895.6821141	0.6821141	n
HMDB53177	LIPID	C59H92O6	896.6893907	895.6821141	0.6821141	n
HMDB53184	LIPID	C59H92O6	896.6893907	895.6821141	0.6821141	n
HMDB53190	LIPID	C59H92O6	896.6893907	895.6821141	0.6821141	n
HMDB53203	LIPID	C59H92O6	896.6893907	895.6821141	0.6821141	n
HMDB53209	LIPID	C59H92O6	896.6893907	895.6821141	0.6821141	n
HMDB53216	LIPID	C59H92O6	896.6893907	895.6821141	0.6821141	n
HMDB53947	LIPID	C59H92O6	896.6893907	895.6821141	0.6821141	n
HMDB54098	LIPID	C59H92O6	896.6893907	895.6821141	0.6821141	n
HMDB54193	LIPID	C59H92O6	896.6893907	895.6821141	0.6821141	n
HMDB54270	LIPID	C59H92O6	896.6893907	895.6821141	0.6821141	n
HMDB54280	LIPID	C59H92O6	896.6893907	895.6821141	0.6821141	n
HMDB54969	LIPID	C59H92O6	896.6893907	895.6821141	0.6821141	n
HMDB55263	LIPID	C59H92O6	896.6893907	895.6821141	0.6821141	n
HMDB55282	LIPID	C59H92O6	896.6893907	895.6821141	0.6821141	n
HMDB55312	LIPID	C59H92O6	896.6893907	895.6821141	0.6821141	n
HMDB55318	LIPID	C59H92O6	896.6893907	895.6821141	0.6821141	n
HMDB55324	LIPID	C59H92O6	896.6893907	895.6821141	0.6821141	n
HMDB55330	LIPID	C59H92O6	896.6893907	895.6821141	0.6821141	n
HMDB55409	LIPID	C59H92O6	896.6893907	895.6821141	0.6821141	n
HMDB55429	LIPID	C59H92O6	896.6893907	895.6821141	0.6821141	n
HMDB55454	LIPID	C59H92O6	896.6893907	895.6821141	0.6821141	n
HMDB55465	LIPID	C59H92O6	896.6893907	895.6821141	0.6821141	n
HMDB55496	LIPID	C59H92O6	896.6893907	895.6821141	0.6821141	n
HMDB55574	LIPID	C59H92O6	896.6893907	895.6821141	0.6821141	n
HMDB55687	LIPID	C59H92O6	896.6893907	895.6821141	0.6821141	n
HMDB55714	LIPID	C59H92O6	896.6893907	895.6821141	0.6821141	n
HMDB55717	LIPID	C59H92O6	896.6893907	895.6821141	0.6821141	n
HMDB42531	LIPID	C58H104O6	896.7832911	895.7760145	0.7760145	n
HMDB42591	LIPID	C58H104O6	896.7832911	895.7760145	0.7760145	n
HMDB42676	LIPID	C58H104O6	896.7832911	895.7760145	0.7760145	n
HMDB42678	LIPID	C58H104O6	896.7832911	895.7760145	0.7760145	n
HMDB43067	LIPID	C58H104O6	896.7832911	895.7760145	0.7760145	n
HMDB43094	LIPID	C58H104O6	896.7832911	895.7760145	0.7760145	n
HMDB43100	LIPID	C58H104O6	896.7832911	895.7760145	0.7760145	n
HMDB43128	LIPID	C58H104O6	896.7832911	895.7760145	0.7760145	n
HMDB43290	LIPID	C58H104O6	896.7832911	895.7760145	0.7760145	n
HMDB43296	LIPID	C58H104O6	896.7832911	895.7760145	0.7760145	n
HMDB43318	LIPID	C58H104O6	896.7832911	895.7760145	0.7760145	n
HMDB43352	LIPID	C58H104O6	896.7832911	895.7760145	0.7760145	n
HMDB43359	LIPID	C58H104O6	896.7832911	895.7760145	0.7760145	n
HMDB43436	LIPID	C58H104O6	896.7832911	895.7760145	0.7760145	n
HMDB43492	LIPID	C58H104O6	896.7832911	895.7760145	0.7760145	n
HMDB43514	LIPID	C58H104O6	896.7832911	895.7760145	0.7760145	n
HMDB43571	LIPID	C58H104O6	896.7832911	895.7760145	0.7760145	n
HMDB43639	LIPID	C58H104O6	896.7832911	895.7760145	0.7760145	n
HMDB43660	LIPID	C58H104O6	896.7832911	895.7760145	0.7760145	n
HMDB43688	LIPID	C58H104O6	896.7832911	895.7760145	0.7760145	n
HMDB44713	LIPID	C58H104O6	896.7832911	895.7760145	0.7760145	n
HMDB45518	LIPID	C58H104O6	896.7832911	895.7760145	0.7760145	n
HMDB45524	LIPID	C58H104O6	896.7832911	895.7760145	0.7760145	n
HMDB46300	LIPID	C58H104O6	896.7832911	895.7760145	0.7760145	n
HMDB48031	LIPID	C58H104O6	896.7832911	895.7760145	0.7760145	n
HMDB48033	LIPID	C58H104O6	896.7832911	895.7760145	0.7760145	n
HMDB48075	LIPID	C58H104O6	896.7832911	895.7760145	0.7760145	n
HMDB48121	LIPID	C58H104O6	896.7832911	895.7760145	0.7760145	n
HMDB48662	LIPID	C58H104O6	896.7832911	895.7760145	0.7760145	n
HMDB48664	LIPID	C58H104O6	896.7832911	895.7760145	0.7760145	n
